#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
27698	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	inhibitor	target	Beckers T (2007)	17455259	182004	8079	Panobinostat	(2E)-N-hydroxy-3-[4-({[2-(2-methyl-1H-indol-3-yl)ethyl]amino}methyl)phenyl]acrylamide|panobinostat|BDBM29589	farydak	DRUGBANK	DB06603	C21H23N3O2	small molecule	L01XX42	404950-80-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FPOHNWQLNRZRFC-ZHACJKMWSA-N
27822	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	inhibitor	target	VanderMolen KM (2011)	21587264	196007	8066	Romidepsin	chromodax|istodax	istodax	DRUGBANK	DB06176	C24H36N4O6S2	small molecule	L01XX39	128517-07-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	OHRURASPPZQGQM-QDBHDZETSA-N
27861	123818	83933	RP3-402G11.7	HDAC10	HD10	9606	Homo sapiens	inhibitor	target	Geng L (2006)	17145876	195973	8079	Panobinostat	(2E)-N-hydroxy-3-[4-({[2-(2-methyl-1H-indol-3-yl)ethyl]amino}methyl)phenyl]acrylamide|panobinostat|BDBM29589	farydak	DRUGBANK	DB06603	C21H23N3O2	small molecule	L01XX42	404950-80-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FPOHNWQLNRZRFC-ZHACJKMWSA-N
27866	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	inhibitor	target	Geng L (2006)	17145876	195973	8079	Panobinostat	(2E)-N-hydroxy-3-[4-({[2-(2-methyl-1H-indol-3-yl)ethyl]amino}methyl)phenyl]acrylamide|panobinostat|BDBM29589	farydak	DRUGBANK	DB06603	C21H23N3O2	small molecule	L01XX42	404950-80-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FPOHNWQLNRZRFC-ZHACJKMWSA-N
28035	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Lai AC (2016)	26593377	191787	8449	Bivalent ligand 11	Bivalent_ligand_11|DAS-VHL	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: DAS-VHL(VHL:HIF-1alpha hydroxyproline derived small molecule --- c-ABL:dasatinib)	-
28037	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Lai AC (2016)	26593377	191787	8452	Bivalent ligand 12	Bivalent_ligand_12|DAS-CRBN	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: DAS-CRBN(CRBN:pomalidomide --- BCR-ABL:dasatinib)	-
28039	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Lai AC (2016)	26593377	191787	8402	Bivalent ligand 43	Bivalent_ligand_43|BOS-CRBN	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: BOS-CRBN(CRBN:pomalidomide --- BCR-ABL:bosutinib)	-
28041	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Demizu Y (2016)	27666635	199362	8451	Bivalent ligand 13	Bivalent_ligand_13|SNIPER(ABL)2,3	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	106826	329	-	BIRC2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: SNIPER(ABL)2,3(cIAP1:methyl bestatin --- BCR-ABL:imatinib derivative)	-
28081	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Ohoka N (2017)	28154167	211362	8417	Bivalent ligand 25	Bivalent_ligand_25|SNIPER(ABL)-38	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	106828	331	RP1-315G1.5	XIAP	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: SNIPER(ABL)-38(XIAP:LCL161 --- BCR-ABL:dasatinib)	-
28157	116593	22933	-	SIRT2	SIR2|SIR2L|SIR2L2	9606	Homo sapiens	degradation	target	Schiedel M (2018)	28379698	211385	8406	Bivalent ligand 61	Bivalent_ligand_61|SirReal-based PROTAC (12)	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: SirReal-based PROTAC (12)(CRBN:thalidomide --- SIRT2:SirReal3b)	-
28165	122928	79837	-	PIP4K2C	PIP5K2C	9606	Homo sapiens	degradation	target	Bondeson DP (2018)	29129718	208144	8433	Bivalent ligand 63	Bivalent_ligand_63|PROTAC 1	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: PROTAC1(VHL:VHL ligand --- PIP4K2C:foretinib)	-
28215	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Bondeson DP (2018)	29129718	208144	8433	Bivalent ligand 63	Bivalent_ligand_63|PROTAC 1	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: PROTAC1(VHL:VHL ligand --- ABL1:foretinib)	-
28259	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Bondeson DP (2018)	29129718	208144	8429	Bivalent ligand 64	Bivalent_ligand_64|PROTAC 2	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited E3 ligase	Standardized BVL Name: PROTAC2(CRBN:CRBN ligand --- ABL1:foretinib)	-
28483	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	inhibitor	target	Sodji Q (2014)	25240614	211381	8395	Tubastatin A	N-hydroxy-4-((2-methyl-3,4-dihydro-1H-pyrido[4,3-b]indol-5(2H)-yl)methyl)benzamide|2XTSOX1NF8|Benzamide, N-hydroxy-4-[(1,2,3,4-tetrahydro-2-methyl-5H-pyrido[4,3-b]indol-5-yl)methyl]-|Tubastatin A|N-Hydroxy-4-[(2-methyl-1,2,3,4-tetrahydro-5H-pyrido[4,3-b]indol-5-yl)methyl]benzamide|BDBM50380399	-	CHEMSPIDER	28295021	C20H21N3O2	small molecule	-	1239262-52-2	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	GOVYBPLHWIEHEJ-UHFFFAOYSA-N
28532	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Chou TF (2011)	21343295	220329	8618	MNS	MNS|3,4-Methylenedioxy-.beta.-nitrostyrene|3,4-Methylenedioxy-beta-nitrostyrene|1,3-Benzodioxole, 5- (2-nitroethenyl)-|5-[(E)-2-Nitrovinyl]-1,3-benzodioxole|1,3-Benzodioxole, 5-[(E)-2-nitroethenyl]-|Syk Inhibitor III|MFCD00014575|WL5270000|5-(2-NITRO-VINYL)-BENZO(1,3)DIOXOLE	-	CHEMSPIDER	585303	C9H7NO4	small molecule	-	1485-00-3	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	KFLWBZPSJQPRDD-ONEGZZNKSA-N
28533	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Chou TF (2011)	21383145	220330	8574	DBeQ	2,4-dibenzylaminoquinazoline|2,4-Quinazolinediamine, N~2~,N~4~-bis(phenylmethyl)-|DBeQ|N2,N4-dibenzylquinazoline-2,4-diamine|N,N'-Dibenzyl-2,4-quinazolinediamine|MFCD03691820|JRF 12	-	CHEMSPIDER	589082	C22H20N4	small molecule	-	-	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	QAIMUUJJAJBPCL-UHFFFAOYSA-N
28534	113258	7415	-	VCP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	9606	Homo sapiens	inhibitor	target	Magnaghi P (2013)	23892893	220331	8581	NMS-873	Pyridine, 3-[3-(cyclopentylthio)-5-[[[2-methyl-4'-(methylsulfonyl)[1,1'-biphenyl]-4-yl]oxy]methyl]-4H-1,2,4-triazol-4-yl]-|NMS-873|MFCD28009371|3-[3-Cyclopentylsulfanyl-5-(4'-methanesulfonyl-2-methylbiphenyl-4-yloxymethyl)-[1,2,4]triazol-4-yl]-pyridine|3-[3-(Cyclopentylthio)-5-[[[2-methyl-4'-(methylsulfonyl)[1,1'-biphenyl]-4-yl]oxy]methyl]-4H-1,2,4-triazol-4-yl]-pyridine|3-[3-(Cyclopentylsulfanyl)-5-({[2-methyl-4'-(methylsulfonyl)-4-biphenylyl]oxy}methyl)-4H-1,2,4-triazol-4-yl]pyridine	-	CHEMSPIDER	29398603	C27H28N4O3S2	small molecule	-	1418013-75-8	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	UJGTUKMAJVCBIS-UHFFFAOYSA-N
28553	114554	9100	-	USP10	UBPO	9606	Homo sapiens	inhibitor	target	Shao S (2014)	24585095	223668	8614	Spautin-1	MFCD16962292|4-Quinazolinamine, 6-fluoro-N-[(4-fluorophenyl)methyl]-|6-Fluoro-N-(4-fluorobenzyl)-4-quinazolinamine|6-fluoro-N-[(4-fluorophenyl)methyl]-4-quinazolinamine|Spautin-1|C43	-	CHEMSPIDER	25199963	C15H11F2N3	small molecule	-	1262888-28-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	AWIVHRPYFSSVOG-UHFFFAOYSA-N
28554	114465	8975	-	USP13	ISOT3|IsoT-3	9606	Homo sapiens	inhibitor	target	Shao S (2014)	24585095	223668	8614	Spautin-1	MFCD16962292|4-Quinazolinamine, 6-fluoro-N-[(4-fluorophenyl)methyl]-|6-Fluoro-N-(4-fluorobenzyl)-4-quinazolinamine|6-fluoro-N-[(4-fluorophenyl)methyl]-4-quinazolinamine|Spautin-1|C43	-	CHEMSPIDER	25199963	C15H11F2N3	small molecule	-	1262888-28-7	BIOGRID	-	-	-	-	-	-	-	-	-	-	-	AWIVHRPYFSSVOG-UHFFFAOYSA-N
28583	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	degradation	target	Yang K (2018)	29871848	223608	8529	Bivalent ligand 46	dHDAC6|Bivalent_ligand_46	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: dHDAC6(CRBN:pomalidomide --- HDAC6:pan-HDAC inhibitor AB3)	-
28651	111307	5289	-	PIK3C3	VPS34|hVps34	9606	Homo sapiens	degradation	target	Tovell H (2019)	30978004	220718	8543	Bivalent ligand 93	HaloPROTAC-E|Bivalent_ligand_93	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	HaloPROTAC	PROTAC variant that induces degradation of HaloTag fusion proteins; structured as E3 binding moiety--linker--HaloTag binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: HaloPROTAC-E (VHL:VH298 --- HaloTag7-PIK3C3)	-
28659	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Zhao Q (2019)	31539241	220727	8502	Bivalent ligand 97	SIAIS178|Bivalent_ligand_97	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: SIAIS178 (VHL:VHL1 --- BCR-ABL:dasatinib)	-
28663	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Burslem GM (2019)	31311809	223347	8506	Bivalent ligand 100	GMB-475|Bivalent_ligand_100	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: GMB-475(VHL:VHL1 --- BCR-ABL1:GNF-5)	-
28727	113996	8408	-	ULK1	ATG1|ATG1A|UNC51|Unc51.1|hATG1	9606	Homo sapiens	degradation	target	Huang HT (2018)	29129717	211728	8537	Bivalent ligand 120	TL12-186|Bivalent_ligand_120	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: TL12-186 (CRBN:pomalidomide --- ULK1:TL13-87)	-
28757	111549	5562	-	PRKAA1	AMPK|AMPKa1	9606	Homo sapiens	degradation	target	Huang HT (2018)	29129717	211728	8537	Bivalent ligand 120	TL12-186|Bivalent_ligand_120	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	119360	51185	AD-006	CRBN	MRT2|MRT2A	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: TL12-186 (CRBN:pomalidomide --- PRKAA1:TL13-87)	-
28887	118878	29110	-	TBK1	NAK|T2K	9606	Homo sapiens	degradation	target	Crew AP (2018)	28692295	217494	8488	Bivalent ligand 80	PROTAC 3i|Bivalent_ligand_80	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: PROTAC 3i (VHL:VHL ligand 2 ---TBK1:ligand 1b)	-
28896	111105	5071	KB-152G3.1	PARK2	AR-JP|LPRS2|PDJ|PRKN	9606	Homo sapiens	degradation	recruited e3 ligase	Schiedel M (2020)	32672888	223648	8566	Bivalent ligand 148	chloroalkylated SirReal 11|Bivalent_ligand_148	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	HaloPROTAC	PROTAC variant that induces degradation of HaloTag fusion proteins; structured as E3 binding moiety--linker--HaloTag binding moiety; target degraded via UPS	116593	22933	-	SIRT2	SIR2|SIR2L|SIR2L2	9606	Homo sapiens	target	Standardized BVL Name: chloroalkylated SirReal 11 (HaloTag-PRKN--- SIRT2:SirReal3)	-
28899	113996	8408	-	ULK1	ATG1|ATG1A|UNC51|Unc51.1|hATG1	9606	Homo sapiens	degradation	target	Simpson LM (2020)	32668203	223649	8567	Bivalent ligand 149	HaloPROTAC-E|Bivalent_ligand_149	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	HaloPROTAC	PROTAC variant that induces degradation of HaloTag fusion proteins; structured as E3 binding moiety--linker--HaloTag binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: HaloPROTAC-E (VHL:VH298 --- ULK1-GFP:GFP-HaloTag)	-
28917	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Tong B (2020)	32568522	223653	8547	Bivalent ligand 153	BT1|Bivalent_ligand_153	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	120991	55905	-	RNF114	PSORS12|ZNF313	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: BT1 (RNF114:nimbolide --- BCR-ABL:dasatinib)	-
28921	106543	25	RP11-83J21.1	ABL1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	9606	Homo sapiens	degradation	target	Burslem GM (2020)	32519703	223655	8553	Bivalent ligand 155	GMB-805|Bivalent_ligand_155	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	PROTAC	Proteolysis Targeting Chimera; structured as E3 binding moiety--linker--target binding moiety; target degraded via UPS	113269	7428	-	VHL	HRCA1|RCA1|VHL1|pVHL	9606	Homo sapiens	recruited e3 ligase	Standardized BVL Name: GMB-805 (VHL:VHL1 --- BCR-ABL:ABL001)	-
28926	123565	81631	-	MAP1LC3B	ATG8F|LC3B|MAP1A/1BLC3|MAP1LC3B-a	9606	Homo sapiens	degradation	autophagy-targeting protein	Li Z (2020)	31690177	223658	8556	Bivalent ligand 158	ATTEC|Bivalent_ligand_158	-	BIOGRID	-	-	small molecule	-	-	BIOGRID	ATTEC	Autophagosome Tethering Compound; structured as a LC3 binding moiety--linker--target binding moiety; target degraded via autophagic degradation	109314	3064	-	HTT	HD|IT15	9606	Homo sapiens	target	Standardized BVL Name: ATTEC (MAP1LC3B --- mHTT)	-
29199	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yang W (2014)	25261927	224778	9249	N-[4-[3-Chloro-4-[(3S)-oxolan-3-yl]oxyanilino]thieno[2,3-d]pyrimidin-6-yl]-N'-hydroxyoctanediamide	BDBM50102566	-	PUBCHEM	118715746	C24H28ClN5O5S	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	DHVTZWIWZWPIFU-INIZCTEOSA-N
29200	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Yang W (2014)	25261927	224778	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29201	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Giannini G (2014)	25233084	224779	9250	8-Mercapto-octanoic acid phenylamide	8-MERCAPTO-OCTANOIC ACID PHENYLAMIDE|ZINC13609343|N-PHENYL-8-SULFANYLOCTANAMIDE|8-MERCAPTO-N-PHENYLOCTANAMIDE|BDBM50027601	-	PUBCHEM	11149404	C14H21NOS	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	VTVJPXWTXILBGK-UHFFFAOYSA-N
29202	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Giannini G (2014)	25233084	224779	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29308	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Nalawansha DA (2017)	27977115	224801	8395	Tubastatin A	N-hydroxy-4-((2-methyl-3,4-dihydro-1H-pyrido[4,3-b]indol-5(2H)-yl)methyl)benzamide|2XTSOX1NF8|Benzamide, N-hydroxy-4-[(1,2,3,4-tetrahydro-2-methyl-5H-pyrido[4,3-b]indol-5-yl)methyl]-|Tubastatin A|N-Hydroxy-4-[(2-methyl-1,2,3,4-tetrahydro-5H-pyrido[4,3-b]indol-5-yl)methyl]benzamide|BDBM50380399	-	CHEMSPIDER	28295021	C20H21N3O2	small molecule	-	1239262-52-2	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	GOVYBPLHWIEHEJ-UHFFFAOYSA-N
29309	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Nalawansha DA (2017)	27977115	224801	2443	Vorinostat	Vorinostatum|SAHA|Suberoylanilide hydroxamic acid|Octanedioic acid hydroxyamide phenylamide|Zolinza|Suberanilohydroxamic acid|SHH|BDBM19149	zolinza	DRUGBANK	DB02546	C14H20N2O3	small molecule	L01XX38	149647-78-9	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	WAEXFXRVDQXREF-UHFFFAOYSA-N
29310	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Miyake Y (2016)	27454931	224802	9324	(2E,4S,5E)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,5-dienamide	S-TSA|BDBM197337	-	PUBCHEM	122198566	C17H22N2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	ALCVRKZFLFWUAZ-CSFUQHBASA-N
29311	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Miyake Y (2016)	27454931	224802	9325	(2E,4R,5E)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,5-dienamide	R-TSA|BDBM197336	-	PUBCHEM	122198565	C17H22N2O3	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	ALCVRKZFLFWUAZ-LSSUCPAZSA-N
29312	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Li J (2016)	27235003	224803	4802	Belinostat	UNII-F4H96P17NZ|NSC-726630|ZINC3818726|ABP000140|866323-14-0|SC-71101|(2E)-N-HYDROXY-3-[3-(PHENYLSULFAMOYL)PHENYL]PROP-2-ENAMIDE|SW219445-1|NSC726630|BELEODAQ|BCPP000351|EX-A180|PX 105684|QCR-181|BCP01741|BRD-K17743125-001-01-9|GTPL7496|(E)-N-HYDROXY-3-(3-(N-PHENYLSULFAMOYL)PHENYL)ACRYLAMIDE|BELINOSTAT - PXD101|SB16466|CC-489|AOB87787|BELINOSTAT|AX8144528|MLS006011091|AC-25046|AB0007889|BELINOSTAT (PXD101)|BELINOSTAT,PXD101, PX105684|W-5363|(E)-N-HYDROXY-3-[3-(PHENYLSULFAMOYL)PHENYL]PROP-2-ENAMIDE|414864-00-9|D08870|(E)-3-[3-(PHENYLSULFAMOYL)PHENYL]PROP-2-ENEHYDROXAMIC ACID|BELINOSTAT [USAN:INN]|SMR004702879|Q4882925|E-BELINOSTAT|BELINOSTAT (PXD101)|PXD101|PXD 101|N-HYDROXY-3-(3-PHENYLSULPHAMOYLPHENYL)ACRYLAMIDE|API0003555|BELINOSTAT (USAN/INN)|(2E)-N-HYDROXY-3-[3-(PHENYLSULFAMOYL)PHENYL]ACRYLAMIDE|BELEODAQ (TN)|PUBCHEM22405|NCGC00263155-05|(E)-N-HYDROXY-3-(3-PHENYLSULFAMOYL-PHENYL)-ACRYLAMIDE|PXD-101|N-HYDROXY-3-[3-[(PHENYLAMINO)SULFONYL]PHENYL]-2-PR|S1085|LS41098|PX-105684|BELINOSTAT PH3|N-HYDROXY-3-(3-PHENYLSULFAMOYLPHENYL)ACRYLAMIDE|EC-000.2286|BELINOSTAT/PXD101,PX105684/|5OG|DTXSID60194378|2-PROPENAMIDE, N-HYDROXY-3-(3-((PHENYLAMINO)SULFONYL)PHENYL)-, (2E)-|BCP9000386|PX105684|F4H96P17NZ|N-HYDROXY-3-[(PHENYLAMINO)SULFONYL]-TRANS-CINNAMAMIDE|AS-17068|BELINOSTAT(RANDOM CONFIGURATION)|A25012|N-HYDROXY-3-[3-[(PHENYLAMINO)SULFONYL]PHENYL]-2-PROPENAMIDE|AKOS025401741|N-HYDROXY-3-(3-(PHENYLSULFAMOYL)PHENYL)PROP-2-ENAMIDE|CCG-208758|2-PROPENAMIDE, N-HYDROXY-3-[3-[(PHENYLAMINO)SULFONYL]PHENYL]-, (2E)-|DB05015|J-523584|BDBM25150	beleodaq	DRUGBANK	DB05015	C15H14N2O4S	small molecule	L01XX49	866323-14-0	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	NCNRHFGMJRPRSK-MDZDMXLPSA-N
29313	115330	10013	JM21	HDAC6	CPBHM|HD6|PPP1R90	9606	Homo sapiens	unknown	target	Li J (2016)	27235003	224803	9326	(E)-N-Hydroxy-3-[3-[[(1S)-2-(naphthalen-1-ylamino)-2-oxo-1-phenylethyl]sulfamoyl]phenyl]prop-2-enamide	(S,E)-N-HYDROXY-3-(3-(N-(2-(NAPHTHALEN-1-YLAMINO)-2-OXO-1-PHENYLETHYL)SULFAMOYL)PHENYL)ACRYLAMIDE (10S)|BDBM198192	-	PUBCHEM	122198640	C27H23N3O5S	small molecule	-	-	BINDINGDB	-	-	-	-	-	-	-	-	-	-	-	JCEFNCFZXQDHRY-ZOGILVBSSA-N
